	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	ristrutturare l'ospedale	5	5	5
1	sostenere la caserma	5	2	5
2	valutare la proposta	5	1	5
3	aiutare il collegio	5	3	5
4	istituire l'ufficio	1	3	1
5	visitare la brigata	5	5	1
6	distruggere il monumento	5	5	5
7	costruire l'edificio	5	5	5
8	edificare il socialismo	5	1	1
9	aiutare il cliente	5	3	5
10	istituire il mercato	4	3	1
11	ristrutturare il collegio	5	5	5
12	valutare la condizione	5	1	5
13	distruggere il duomo	5	5	5
14	costruire il duomo	5	5	5
15	sospendere il mercato	5	4	5
16	sospendere il processo	5	4	5
17	edificare la casa	5	5	5
18	distruggere l'esercito	5	5	5
19	sospendere lo sciopero	5	5	5
20	sostenere lo sforzo	3	3	5
21	visitare l'edificio	5	4	5
22	mantenere la squadra	5	1	5
23	valutare l'ipotesi	5	1	5
24	mantenere il castello	5	4	5
25	mantenere l'edificio	5	4	5
26	ristrutturare la scuola	5	5	5
27	istituire la commissione	3	1	1
28	distruggere il reggimento	5	4	1
29	distruggere la brigata	5	4	1
30	distruggere la squadra	5	4	5
31	ristrutturare l'azienda	5	1	5
32	sostenere il contrario	5	4	5
33	costruire il condominio	5	5	5
34	aiutare l'ufficio	5	3	5
35	costruire il reggimento	5	1	1
36	sospendere la seduta	5	4	5
37	ristrutturare il mercato	3	3	1
38	ristrutturare lo albergo	5	5	5
39	visitare la palazzina	5	5	5
40	demolire la casa	5	5	5
41	sostenere l'ospedale	5	1	5
42	aiutare la crescita	5	1	5
43	valutare la chiesa	5	1	5
44	sospendere lo albergo	3	4	5
45	demolire la torre	5	5	5
46	sostenere il mercato	5	2	1
47	aiutare il processo	5	2	5
48	valutare la situazione	5	1	0
49	edificare il collegio	5	5	5
50	valutare l'efficacia	5	1	1
51	edificare lo albergo	5	5	5
52	istituire la scuola	5	3	1
53	aiutare lo albergo	5	3	5
54	costruire il partito	5	1	5
55	costruire l'esercito	5	2	5
56	visitare la famiglia	5	4	5
57	aiutare la caserma	5	2	5
58	costruire il monumento	5	5	5
59	mantenere il comitato	5	3	5
60	visitare l'esercito	5	2	5
61	demolire il muro	5	5	5
62	sostenere l'esame	5	5	5
63	demolire la scuola	5	5	5
64	sostenere l'ufficio	5	2	5
65	distruggere il condominio	5	5	5
66	sospendere l'ufficio	5	2	5
67	visitare il comitato	5	2	5
68	sospendere l'ospedale	5	2	5
69	visitare il castello	5	4	5
70	istituire il servizio	5	2	0
71	distruggere la famiglia	5	2	5
72	demolire il collegio	5	2	5
73	edificare l'ospedale	5	5	5
74	edificare la scuola	5	5	5
75	valutare l'impatto	5	1	5
76	edificare il mercato	5	4	5
77	mantenere la famiglia	5	2	5
78	sostenere la scuola	5	2	5
79	costruire il castello	5	5	5
80	distruggere il palazzo	5	5	5
81	costruire la palazzina	5	5	5
82	distruggere il comitato	5	2	5
83	valutare il rischio	5	1	5
84	mantenere il monumento	5	3	5
85	sospendere la scuola	5	3	5
86	istituire il consiglio	5	2	5
87	sospendere la partita	5	5	5
88	mantenere il duomo	5	3	5
89	costruire la squadra	5	3	5
90	ristrutturare l'appartamento	5	4	5
91	valutare il caso	5	1	5
92	visitare il reggimento	5	5	5
93	istituire lo albergo	5	3	1
